State,name,site_name,collection_date,bcov_recovery,Influenza_A_gc_g_dry_weight,Influenza_A_gc_g_dry_weight_lci,Influenza_A_gc_g_dry_weight_uci,PMMoV_gc_g_dry_weight,PMMoV_gc_g_dry_weight_lci,PMMoV_gc_g_dry_weight_uci
OH,"Akron, OH",Akron Water Reclamation Facility,2023/1/6,1.142,24922.38825,19877.33263,29337.93502,1.66E+08,1.61E+08,1.71E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/1/9,1.35,18721.84572,15410.39966,22477.50418,2.48E+08,2.42E+08,2.55E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/1/11,0.996,10721.26816,7435.222032,13855.40974,3.09E+08,3.01E+08,3.18E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/1/13,0.988,11153.87098,8544.051894,13984.82928,2.66E+08,2.59E+08,2.74E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/1/18,1.299,5506.403041,3774.59796,7701.499908,1.88E+08,1.82E+08,1.95E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/1/20,1.253,5462.082667,3714.813335,7224.330125,2.71E+08,2.65E+08,2.77E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/1/23,0.923,13173.16536,10380.26519,16427.28821,4.07E+08,3.66E+08,4.52E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/1/25,1.238,11559.71131,7750.754086,14694.85265,3.29E+08,3.09E+08,3.48E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/1/27,1.007,30994.34089,26789.65169,35726.03658,2.67E+08,2.60E+08,2.74E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/1/30,1.667,36492.58319,31724.16255,41717.25065,3.64E+08,3.41E+08,3.90E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/2/1,1.117,5724.529877,1936.113293,9173.321,3.14E+08,2.93E+08,3.34E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/2/3,1.209,5397.300477,3595.335892,7719.784422,3.33E+08,3.03E+08,3.65E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/2/6,1.021,4761.673693,3171.916803,6810.659273,2.98E+08,2.90E+08,3.05E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/2/8,1.068,3013.747107,1110.150174,4936.340379,3.07E+08,2.97E+08,3.17E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/2/10,1.516,3587.713471,2101.708282,5112.148262,2.79E+08,2.72E+08,2.86E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/2/13,0.897,3172.656041,1600.257189,5067.578444,6.49E+08,5.98E+08,6.99E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/2/15,1.077,7327.078329,5141.092551,10059.44435,5.64E+08,5.48E+08,5.79E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/2/17,1.516,6078.844083,4166.971434,8502.222194,2.90E+08,2.52E+08,3.24E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/2/22,1.224,2060.349277,632.4398496,3527.353724,2.67E+08,2.40E+08,2.96E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/2/24,1.401,8774.147906,6277.816187,11858.46329,1.23E+09,1.08E+09,1.39E+09
OH,"Akron, OH",Akron Water Reclamation Facility,2023/2/27,1.176,0,0,0,2.61E+08,2.40E+08,2.79E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/3/1,0.909,0,0,0,1.60E+08,1.53E+08,1.66E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/3/6,1.266,4766.985334,2630.549141,7260.232533,1.88E+08,1.81E+08,1.94E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/3/8,0.741,0,0,0,1.67E+08,1.51E+08,1.86E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/3/13,2.485,0,0,0,2.55E+08,2.44E+08,2.67E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/3/15,0.962,3905.941181,2379.989878,5823.98345,5.12E+08,5.03E+08,5.21E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/3/17,0.812,7355.177769,4162.271817,10400.82886,3.32E+08,3.22E+08,3.42E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/3/20,1.199,0,0,0,1.54E+09,1.41E+09,1.67E+09
OH,"Akron, OH",Akron Water Reclamation Facility,2023/3/22,1.94,3034.874105,761.8371443,5369.576221,2.20E+08,2.10E+08,2.31E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/3/24,0.69,0,0,0,1.25E+08,1.15E+08,1.35E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/3/27,0.981,5464.595836,3452.468001,8033.053096,2.78E+08,2.69E+08,2.87E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/3/29,0.825,0,0,0,1.74E+08,1.55E+08,1.95E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/3/31,1.108,1400.381621,727.7265721,2397.478585,1.96E+08,1.91E+08,2.01E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/4/3,0.71,0,0,0,3.25E+08,3.08E+08,3.42E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/4/5,1.249,0,0,0,5.36E+08,4.94E+08,5.76E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/4/10,1.032,0,0,0,2.04E+09,1.98E+09,2.09E+09
OH,"Akron, OH",Akron Water Reclamation Facility,2023/4/12,1.135,1490.785625,774.706176,2552.251139,3.74E+08,3.40E+08,4.07E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/4/14,0.839,0,0,0,3.34E+08,3.13E+08,3.53E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/4/17,0.578,1431.481114,743.8878818,2450.720529,2.39E+08,2.14E+08,2.70E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/4/19,0.66,0,0,0,4.49E+08,4.20E+08,4.81E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/4/21,0.5,0,0,0,1.71E+08,1.65E+08,1.77E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/4/24,1.179,0,0,0,3.17E+08,2.40E+08,3.91E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/4/26,0.749,2301.392405,1321.565051,3675.936418,1.36E+08,8.62E+07,1.84E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/4/28,0.817,0,0,0,2.78E+08,2.46E+08,3.11E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/5/1,1.033,0,0,0,4.72E+08,4.16E+08,5.25E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/5/3,1.141,0,0,0,3.14E+08,2.99E+08,3.29E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/5/5,1.275,0,0,0,3.10E+08,3.03E+08,3.17E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/5/8,1.058,0,0,0,2.89E+08,2.79E+08,2.99E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/5/12,0.679,0,0,0,3.19E+08,1.82E+08,4.60E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/5/15,2.111,0,0,0,3.92E+08,3.77E+08,4.08E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/5/17,1.689,0,0,0,2.73E+08,2.48E+08,2.96E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/5/19,2.238,0,0,0,4.34E+08,4.01E+08,4.69E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/5/22,1.039,0,0,0,4.86E+08,4.74E+08,4.97E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/5/26,1.221,0,0,0,7.39E+08,7.27E+08,7.51E+08
OH,"Akron, OH",Akron Water Reclamation Facility,2023/5/31,1.269,0,0,0,3.53E+08,3.09E+08,3.97E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/10/24,0.966,0,0,0,2.14E+08,2.04E+08,2.24E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/10/26,2.126,11713.72362,6086.938324,20055.32878,1.50E+08,1.43E+08,1.57E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/10/28,0.937,13716.82763,7127.921366,23484.45976,1.13E+08,1.06E+08,1.20E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/10/31,1.527,0,0,0,1.68E+08,1.57E+08,1.79E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/11/2,0.828,23541.44331,15681.09437,33673.396,1.90E+08,1.81E+08,1.98E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/11/4,1.128,28584.64353,21574.99268,36463.07879,2.45E+08,2.39E+08,2.52E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/11/7,0.654,16642.2027,10363.30804,22492.83939,2.75E+08,2.43E+08,3.09E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/11/9,0.831,35055.71561,25392.51034,44281.30908,5.64E+08,4.23E+08,7.00E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/11/11,0.713,22960.42254,7980.859811,33248.59849,2.91E+08,2.27E+08,3.55E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/11/14,1.12,52711.21018,44737.06602,62221.85712,3.77E+08,3.67E+08,3.87E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/11/16,1.231,45724.79197,37420.20882,54129.77334,3.12E+08,2.76E+08,3.45E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/11/18,1.219,40960.70669,35656.12147,46767.85007,2.56E+08,2.48E+08,2.65E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/11/21,1.104,18165.60511,11196.90276,25182.5868,1.74E+08,1.53E+08,1.95E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/11/23,1.19,36063.23523,31725.02147,40780.18251,2.97E+08,2.76E+08,3.17E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/11/25,1.396,16656.7353,12938.0851,21818.55345,3.16E+08,2.87E+08,3.44E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/11/28,0.725,68987.53784,59716.75293,79173.08808,3.84E+08,3.72E+08,3.96E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/11/30,1.113,575995.8028,497948.7658,656426.1517,8.48E+08,8.13E+08,8.78E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/12/19,0.626,24517.30697,19662.18966,30112.92515,2.44E+08,2.06E+08,2.85E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/12/21,1.098,40217.64483,32852.5021,48610.35119,3.87E+08,3.72E+08,4.04E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/12/28,0.896,118873.6481,101485.9206,134053.107,3.58E+08,3.49E+08,3.66E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2022/12/30,0.899,114446.7898,98297.98577,132489.9192,3.66E+08,3.57E+08,3.75E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/1/4,0.966,29629.51341,23881.80827,36233.2582,3.46E+08,3.37E+08,3.55E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/1/6,0.7,53596.93396,45941.55801,62059.6685,3.79E+08,3.20E+08,4.34E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/1/9,1.58,39833.67699,28154.87535,51941.7841,5.51E+08,4.68E+08,6.43E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/1/11,0.86,36766.51264,30151.47242,44286.50867,3.62E+08,3.52E+08,3.71E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/1/13,0.901,24508.95784,20659.26405,28810.25675,1.94E+08,1.86E+08,2.01E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/1/16,0.961,14409.69391,9641.593369,19783.4755,3.08E+08,2.86E+08,3.31E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/1/18,1.403,69190.53051,51712.6177,90228.88657,6.28E+08,6.11E+08,6.46E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/1/23,0.759,13948.96534,6513.885383,20746.03103,3.88E+08,3.76E+08,4.00E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/1/25,0.911,20266.59697,15936.3032,24840.50771,3.78E+08,2.94E+08,4.66E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/1/27,0.731,7502.141794,3898.584843,12843.80277,2.16E+08,2.04E+08,2.28E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/1/30,1.034,22133.64912,13325.82527,30075.55966,6.87E+08,6.55E+08,7.15E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/2/1,1.33,0,0,0,3.54E+08,3.43E+08,3.64E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/2/3,1.008,15381.63239,12037.54213,19295.10009,4.81E+08,4.71E+08,4.90E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/2/6,1.151,0,0,0,8.88E+08,7.73E+08,1.01E+09
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/2/8,1.116,14380.34069,9197.385688,21139.42514,1.43E+09,1.39E+09,1.47E+09
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/2/10,1.3,11935.47148,7950.630369,17071.41208,4.66E+08,4.42E+08,4.88E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/2/13,0.818,0,0,0,1.81E+08,1.73E+08,1.90E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/2/15,0.674,4758.733094,2472.919517,8147.124273,2.30E+08,2.22E+08,2.38E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/2/17,0.842,4743.250828,2051.94545,7576.333665,2.42E+08,2.35E+08,2.49E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/2/20,1.234,0,0,0,8.94E+08,8.76E+08,9.12E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/2/22,0.986,0,0,0,2.59E+08,2.51E+08,2.68E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/2/24,0.592,0,0,0,3.66E+08,3.54E+08,3.77E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/2/26,1.108,7157.269546,4109.992016,11432.22082,2.58E+08,2.50E+08,2.67E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/3/1,0.848,0,0,0,3.41E+08,3.30E+08,3.52E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/3/3,0.887,7259.45309,4451.446013,11056.31618,1.48E+08,1.22E+08,1.76E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/3/6,1.09,0,0,0,4.17E+08,3.84E+08,4.53E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/3/8,0.621,0,0,0,5.05E+08,4.30E+08,5.80E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/3/10,1.119,0,0,0,3.36E+08,2.90E+08,3.81E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/3/13,0.721,3007.455442,1562.864807,5148.810036,2.71E+08,2.60E+08,2.82E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/3/15,1.093,0,0,0,3.41E+08,3.30E+08,3.52E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/3/17,1.055,9552.544931,4777.194136,14383.65953,4.53E+08,4.42E+08,4.63E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/3/20,0.927,0,0,0,2.63E+08,2.38E+08,2.83E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/3/22,1.16,0,0,0,4.48E+08,4.24E+08,4.70E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/3/24,1.155,0,0,0,3.37E+08,3.14E+08,3.62E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/3/27,0.729,0,0,0,3.06E+08,2.80E+08,3.30E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/3/29,0.603,0,0,0,3.23E+08,2.90E+08,3.54E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/3/31,0.584,0,0,0,2.08E+08,1.99E+08,2.17E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/4/3,0.824,0,0,0,3.94E+08,3.52E+08,4.36E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/4/5,0.471,0,0,0,3.10E+08,2.72E+08,3.43E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/4/7,0.436,0,0,0,2.22E+08,1.62E+08,2.77E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/4/10,1.33,7343.555125,3045.953675,11620.12472,4.39E+08,4.27E+08,4.52E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/4/12,0.675,12429.80768,3991.593266,21033.24937,1.03E+09,9.79E+08,1.08E+09
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/4/14,1.285,0,0,0,4.00E+08,3.88E+08,4.12E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/4/17,1.137,0,0,0,2.58E+08,2.50E+08,2.67E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/4/19,0.513,0,0,0,2.66E+08,2.57E+08,2.75E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/4/21,0.647,0,0,0,2.76E+08,2.65E+08,2.86E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/4/24,1.117,0,0,0,2.53E+08,2.22E+08,2.85E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/4/26,2.001,0,0,0,2.58E+08,2.51E+08,2.66E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/4/28,1.227,0,0,0,6.74E+08,6.20E+08,7.29E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/5/1,0.82,0,0,0,3.46E+08,3.23E+08,3.67E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/5/3,1.034,0,0,0,4.12E+08,3.78E+08,4.44E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/5/5,1.265,0,0,0,1.87E+08,1.75E+08,1.97E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/5/8,1.58,0,0,0,4.76E+08,4.54E+08,5.00E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/5/10,1.476,0,0,0,1.48E+08,1.40E+08,1.55E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/5/12,1.003,0,0,0,2.25E+08,2.11E+08,2.39E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/5/15,0.682,0,0,0,4.54E+08,4.38E+08,4.68E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/5/17,0.863,0,0,0,3.16E+08,3.06E+08,3.26E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/5/19,1.014,84371.22931,71909.41963,98197.22152,3.39E+08,3.28E+08,3.49E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/5/22,0.685,0,0,0,1.78E+08,1.52E+08,2.05E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/5/24,0.623,0,0,0,2.50E+08,2.12E+08,2.90E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/5/26,0.606,0,0,0,3.05E+08,2.92E+08,3.18E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/5/30,0.357,18193.04545,9453.960364,31148.24573,2.15E+08,2.04E+08,2.26E+08
FL,"Altamonte Springs, FL",Altamonte Springs Regional Water Reclamation Facility,2023/5/31,2.727,0,0,0,5.45E+08,5.32E+08,5.58E+08
AK,"Anchorage, AK",John M. Asplund Water Pollution Control Facility,2023/5/24,1.171,0,0,0,2.37E+08,2.07E+08,2.63E+08
AK,"Anchorage, AK",John M. Asplund Water Pollution Control Facility,2023/5/25,0.536,3476.487574,1806.602758,5951.805774,1.10E+08,1.04E+08,1.16E+08
AK,"Anchorage, AK",John M. Asplund Water Pollution Control Facility,2023/5/30,1.885,26134.86066,19753.94046,33761.21225,5.04E+08,4.29E+08,5.85E+08
AK,"Anchorage, AK",John M. Asplund Water Pollution Control Facility,2023/5/31,1.348,7821.977303,4064.797768,13391.33854,8.64E+08,8.37E+08,8.91E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/6/27,2.221,0,0,0,1.78E+08,1.68E+08,1.88E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/6/29,1.234,0,0,0,1.07E+08,9.17E+07,1.25E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/7/1,0.747,0,0,0,1.52E+08,1.24E+08,1.80E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/7/4,0.874,0,0,0,1.68E+08,1.36E+08,1.99E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/7/6,1.54,0,0,0,7.82E+08,7.36E+08,8.24E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/7/8,2.18,0,0,0,1.99E+08,1.86E+08,2.14E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/7/11,0.664,0,0,0,7.18E+08,7.01E+08,7.36E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/7/13,0.993,0,0,0,2.56E+08,2.32E+08,2.78E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/7/15,0.358,0,0,0,2.38E+08,2.26E+08,2.49E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/7/18,1.392,0,0,0,2.97E+08,2.85E+08,3.09E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/7/20,1.684,2350.333758,852.5929989,3788.615125,5.83E+08,5.71E+08,5.96E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/7/22,0.617,0,0,0,4.84E+08,4.73E+08,4.94E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/7/27,2.482,0,0,0,4.87E+08,4.71E+08,5.02E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/7/29,0.428,0,0,0,1.81E+08,1.73E+08,1.88E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/7/31,0.737,4394.596551,2927.404461,6285.596283,3.74E+08,3.31E+08,4.16E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/8/3,1.278,3571.34005,2295.757304,5249.927983,4.55E+08,4.11E+08,4.96E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/8/4,0.685,0,0,0,1.45E+08,1.38E+08,1.51E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/8/8,0.714,0,0,0,6.35E+08,5.95E+08,6.75E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/8/10,0.68,0,0,0,4.77E+08,4.67E+08,4.87E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/8/12,0.885,0,0,0,1.27E+08,1.22E+08,1.32E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/8/15,1.125,0,0,0,5.56E+08,5.30E+08,5.83E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/8/17,0.847,0,0,0,4.36E+08,4.16E+08,4.59E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/8/19,0.57,2194.12265,1140.204964,3756.374816,3.70E+08,3.61E+08,3.79E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/8/22,1.487,0,0,0,1.11E+08,1.08E+08,1.14E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/8/24,2.572,0,0,0,3.99E+08,3.60E+08,4.37E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/8/26,0.792,7092.714309,1737.891708,11588.0223,5.02E+08,4.84E+08,5.21E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/8/29,1.448,0,0,0,8.60E+08,6.64E+08,1.07E+09
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/8/31,1.351,0,0,0,4.14E+08,3.99E+08,4.29E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/9/2,0.856,8953.135909,4549.95015,14300.68287,5.82E+08,5.52E+08,6.12E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/9/5,0.991,0,0,0,2.88E+08,2.65E+08,3.12E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/9/8,0.87,0,0,0,4.82E+08,3.33E+08,6.39E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/9/9,1.166,0,0,0,1.52E+08,1.47E+08,1.56E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/9/12,1.152,0,0,0,6.33E+08,6.18E+08,6.48E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/9/14,1.144,0,0,0,6.11E+08,5.98E+08,6.24E+08
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/9/16,0.93,22784.61457,18067.87692,29589.56936,1.08E+09,1.05E+09,1.11E+09
MI,"Ann Arbor, MI",City of Ann Arbor Wastewater Treatment Plant,2022/9/18,1.231,0,0,0,2.30E+08,2.24E+08,2.37E+08
